date,region,product_category,channel,media_spend,promotion_depth,weather_index,seasonality,competitor_pressure,store_execution_score,inventory_availability,pricing_change,unit_sales,revenue,margin
2022-08-28,Southwest,Energy,Dollar,49347.86,24.43,81.2,0.8519,39.38,83.71,88.49,1.93,58368,124934.6,38507.78
2022-09-04,Midwest,Juice,Dollar,76146.69,12.73,61.4,0.8406,76.32,74.38,88.49,-6.15,31244,61580.21,19088.61
2022-09-04,Northeast,Juice,Convenience,39771.5,24.96,92.27,0.8406,31.47,85.11,93.97,-6.81,33386,65338.95,20656.42
2022-09-04,Northeast,Still,Convenience,23227.34,20.35,73.74,0.8406,34.67,84.91,87.14,-6.74,25579,50094.09,16696.57
2022-09-04,Southeast,Juice,Club,16589.31,17.66,68.87,0.8406,66.63,83.05,96.27,2.74,32817,70802.26,21805.61
2022-09-04,Southeast,Sparkling,Grocery,22675.79,32.8,79.88,0.8406,49.82,98.2,92.17,3.09,49814,107837.61,29618.02
2022-09-04,Southwest,Still,Club,21748.63,15.83,45.54,0.8406,73.45,65.95,88.79,5.52,39016,86459.64,25050.67
2022-09-04,West,Still,Convenience,26067.54,8.15,58.93,0.8406,56.81,99.45,87.25,-2.47,35287,72269.0,27485.34
2022-09-04,Northeast,Still,Club,47474.64,5.07,52.22,0.8406,32.98,97.98,87.94,-5.58,32776,64991.02,27241.91
2022-09-04,Midwest,Tea,Club,45182.52,17.83,86.29,0.8406,46.99,84.07,94.79,1.25,23545,50063.45,16528.94
2022-09-04,Southeast,Tea,Dollar,11614.42,9.25,65.83,0.8406,74.63,87.97,86.72,-2.25,31391,64435.99,22087.83
2022-09-04,Northeast,Still,Foodservice,57927.95,7.44,48.9,0.8406,51.83,74.94,89.62,0.16,48414,101836.38,36851.92
2022-09-04,West,Juice,Grocery,56021.54,27.83,79.87,0.8406,32.7,87.4,93.23,2.4,32465,69816.41,21241.67
2022-09-04,Northeast,Still,Convenience,26594.93,9.42,98.35,0.8406,66.38,85.04,98.37,2.07,36330,77871.02,27093.61
2022-09-04,Northeast,Tea,Grocery,20663.34,13.13,61.0,0.8406,59.85,92.14,97.85,-1.33,27975,57969.08,20068.95
2022-09-04,Midwest,Tea,Foodservice,35225.45,19.76,55.94,0.8406,77.63,78.36,98.78,-2.93,21801,44439.56,12488.03
2022-09-04,West,Sparkling,Convenience,58179.84,4.99,99.54,0.8406,43.06,79.42,88.78,7.65,47357,107059.15,41507.33
2022-09-04,West,Juice,Dollar,25787.21,25.36,61.3,0.8406,59.71,90.75,94.46,-0.49,29639,61936.47,17913.3
2022-09-04,West,Tea,Club,16687.07,14.8,59.57,0.8406,81.04,82.97,90.49,-1.56,20707,42808.15,13050.33
2022-09-04,Northeast,Tea,Grocery,38242.3,19.08,62.9,0.8406,36.85,65.69,89.55,-2.74,41922,85624.84,27000.51
2022-09-04,West,Sparkling,Convenience,17875.29,20.37,55.72,0.8406,0.0,92.77,92.44,-1.88,49240,101460.3,38605.9
2022-09-04,Midwest,Juice,Dollar,26875.92,29.21,93.0,0.8406,69.95,83.82,98.4,1.23,31976,67976.09,17172.98
2022-09-04,Southeast,Still,Club,30799.26,7.14,78.63,0.8406,46.17,78.15,83.25,0.32,42793,90152.06,33635.41
2022-09-04,Southwest,Tea,Grocery,21604.15,24.19,61.22,0.8406,32.13,96.09,95.71,-1.03,32164,66850.2,22134.41
2022-09-04,Southeast,Tea,Grocery,10992.32,24.3,27.16,0.8406,43.64,75.08,96.12,-0.71,31769,66243.34,19506.26
2022-09-04,Southwest,Energy,Grocery,31113.81,28.65,58.93,0.8406,44.59,71.11,91.1,6.91,52327,117485.9,31634.89
2022-09-04,West,Juice,Foodservice,43004.76,15.75,54.63,0.8406,40.65,79.99,85.63,2.29,24616,52876.89,18089.64
2022-09-04,West,Energy,Convenience,40661.48,26.87,50.5,0.8406,52.62,100.0,95.72,-1.43,49262,101976.09,30646.27
2022-09-04,West,Juice,Dollar,11840.31,9.2,54.38,0.8406,27.69,73.73,89.22,8.27,29903,67990.17,25789.92
2022-09-04,Midwest,Energy,Grocery,29316.33,14.7,43.64,0.8406,72.55,89.44,90.65,2.94,38051,82257.6,26482.68
2022-09-04,Midwest,Still,Dollar,37003.32,15.51,90.26,0.8406,39.6,99.39,88.84,1.32,19506,41501.78,15187.74
2022-09-04,Southeast,Sparkling,Grocery,77476.81,20.92,56.54,0.8406,54.52,98.6,100.0,-2.22,48135,98843.52,32015.54
2022-09-04,Southwest,Still,Grocery,48304.98,15.56,80.66,0.8406,62.11,75.74,94.32,2.08,32001,68598.0,21568.25
2022-09-04,Southwest,Sparkling,Club,64541.39,20.18,54.7,0.8406,23.95,85.42,90.15,0.81,49633,105072.45,36413.08
2022-09-04,West,Still,Foodservice,23066.46,7.02,78.68,0.8406,69.92,88.86,92.78,-0.37,41880,87626.28,31470.38
2022-09-04,Southeast,Still,Club,49682.37,18.11,74.0,0.8406,36.72,73.72,89.25,9.21,42416,97280.21,31984.59
2022-09-04,Southwest,Tea,Convenience,23589.62,15.87,70.73,0.8406,51.34,64.99,92.0,9.37,36383,83565.05,26156.77
2022-09-04,West,Sparkling,Club,68838.52,14.22,74.81,0.8406,38.15,72.89,97.32,-4.84,47397,94714.65,32580.5
2022-09-04,West,Still,Dollar,18570.06,13.33,73.65,0.8406,43.0,87.16,99.34,-9.4,41596,79143.61,28371.35
2022-09-04,West,Juice,Dollar,19235.39,13.84,69.85,0.8406,42.61,88.43,97.21,4.2,27730,60679.64,21722.43
2022-09-04,Midwest,Energy,Dollar,18733.84,7.26,75.92,0.8406,71.94,72.6,100.0,-0.94,36200,75307.5,25434.09
2022-09-04,Southwest,Energy,Club,53556.16,11.21,65.35,0.8406,63.23,79.89,79.45,5.32,64881,143495.29,48439.45
2022-09-04,Southwest,Energy,Convenience,42296.5,4.11,66.07,0.8406,36.4,68.87,83.72,-1.23,34661,71893.14,27851.37
2022-09-04,Southeast,Tea,Foodservice,28089.79,9.25,77.66,0.8406,56.52,99.19,91.95,6.1,17569,39143.82,14694.2
2022-09-04,Southwest,Still,Foodservice,24024.92,0.0,60.49,0.8406,49.47,83.58,100.0,2.78,54109,116788.44,47637.95
2022-09-04,Southwest,Juice,Convenience,65005.87,23.3,70.73,0.8406,50.13,100.0,89.37,4.63,27039,59413.56,18982.83
2022-09-04,West,Still,Grocery,28145.2,16.31,47.02,0.8406,17.06,84.45,88.1,9.04,37827,86619.19,32113.25
2022-09-04,Midwest,Juice,Convenience,27174.4,18.76,91.81,0.8406,59.8,64.61,84.0,4.6,30046,65999.68,19144.2
2022-09-04,Southeast,Still,Dollar,21894.27,8.45,69.81,0.8406,46.26,94.62,100.0,-2.65,30967,63303.29,24393.04
2022-09-04,Northeast,Sparkling,Dollar,30884.98,0.0,54.75,0.8406,64.16,79.01,89.34,6.34,37947,84743.02,32752.79
2022-09-04,Midwest,Energy,Convenience,18149.17,18.51,59.33,0.8406,56.99,76.17,86.73,0.29,28651,60339.86,18534.58
2022-09-04,Northeast,Energy,Club,41111.8,35.66,69.51,0.8406,39.63,79.85,78.53,0.06,48552,102016.45,25768.59
2022-09-04,Southwest,Sparkling,Convenience,18138.32,12.93,49.43,0.8406,89.37,89.98,92.07,1.96,32506,69598.39,21708.54
2022-09-04,Northeast,Energy,Grocery,41269.29,20.79,73.5,0.8406,43.49,84.61,88.53,-2.44,52806,108188.6,34750.24
2022-09-04,West,Energy,Foodservice,37101.13,26.48,81.52,0.8406,2.28,76.81,89.42,-2.8,47994,97967.86,32570.65
2022-09-04,Southeast,Sparkling,Foodservice,29357.83,18.58,53.86,0.8406,49.29,87.03,100.0,-5.14,46082,91803.03,30064.23
2022-09-04,Northeast,Sparkling,Dollar,20716.35,28.07,73.08,0.8406,38.97,74.81,100.0,3.81,49219,107298.16,30281.85
2022-09-04,West,Still,Foodservice,23949.55,23.35,70.57,0.8406,70.15,99.8,92.06,0.59,40320,85169.69,25278.72
2022-09-04,Southwest,Energy,Grocery,45590.43,16.4,88.49,0.8406,61.31,89.76,93.9,9.51,46949,107965.85,35311.48
2022-09-04,Southwest,Juice,Foodservice,32661.85,10.32,96.75,0.8406,59.5,73.39,91.18,-0.02,34268,71950.52,24356.94
2022-09-04,Southeast,Sparkling,Club,55610.67,19.25,67.17,0.8406,75.66,76.6,99.84,-6.59,51417,100860.05,28600.21
2022-09-04,West,Tea,Dollar,66554.83,19.54,94.75,0.8406,80.73,82.65,81.15,0.63,41444,87580.24,24812.77
2022-09-04,West,Energy,Convenience,21105.32,23.08,69.7,0.8406,20.39,85.61,96.38,-2.73,57977,118433.96,39977.68
2022-09-04,West,Still,Foodservice,36253.51,9.39,66.46,0.8406,59.64,81.34,95.05,7.01,33279,74783.93,26280.89
2022-09-11,Northeast,Sparkling,Foodservice,23030.13,29.42,75.01,0.8317,51.02,83.26,89.74,-0.67,59932,125014.16,34015.5
2022-09-11,Southwest,Juice,Club,90959.03,27.81,47.57,0.8317,66.46,85.03,88.6,2.59,34960,75317.04,19901.54
2022-09-11,Southwest,Juice,Dollar,26800.92,8.32,67.8,0.8317,21.49,76.13,94.6,4.31,29240,64050.36,25165.61
2022-09-11,West,Tea,Foodservice,48136.23,17.86,95.14,0.8317,62.8,93.56,92.07,6.06,39017,86903.74,28068.98
2022-09-11,West,Energy,Dollar,51486.43,14.7,87.9,0.8317,23.86,88.28,97.76,5.25,48849,107970.36,40462.5
2022-09-11,West,Tea,Club,63767.65,23.48,72.45,0.8317,78.96,84.52,83.6,3.82,47757,104118.51,28054.55
2022-09-11,Midwest,Still,Convenience,44569.66,17.62,45.85,0.8317,49.68,73.13,91.78,4.96,41142,90680.41,28653.54
2022-09-11,Southeast,Sparkling,Foodservice,18733.07,20.19,73.53,0.8317,69.26,88.24,91.47,-3.11,35557,72343.61,21654.33
2022-09-11,Southeast,Sparkling,Foodservice,35173.5,1.77,68.89,0.8317,46.35,86.83,100.0,1.01,46736,99136.76,40340.84
2022-09-11,Southwest,Still,Club,14556.75,27.45,65.81,0.8317,34.32,76.81,100.0,7.12,33486,75328.34,22030.3
2022-09-11,Midwest,Energy,Foodservice,20447.34,13.2,51.4,0.8317,35.76,83.14,86.99,8.01,43081,97715.11,35435.15
2022-09-11,Southeast,Sparkling,Dollar,66127.75,25.25,61.33,0.8317,33.73,78.21,95.46,-3.92,43704,88177.08,26863.83
2022-09-11,Northeast,Sparkling,Grocery,29153.42,35.95,44.02,0.8317,58.83,94.62,95.81,-0.61,43357,90492.19,22293.27
2022-09-11,Midwest,Juice,Convenience,24997.31,21.25,74.24,0.8317,45.38,77.03,82.32,0.84,36599,77501.98,23915.21
2022-09-11,Southwest,Sparkling,Club,26063.82,28.27,75.36,0.8317,46.24,74.47,96.96,-0.47,36529,76350.06,20834.7
2022-09-11,Southeast,Juice,Club,70799.0,12.72,91.95,0.8317,49.11,95.01,99.26,1.37,23164,49310.11,17908.36
2022-09-11,Midwest,Energy,Club,18873.14,15.07,101.49,0.8317,57.49,74.78,96.8,-5.06,35709,71198.73,22835.86
2022-09-11,Southwest,Sparkling,Foodservice,19769.03,21.71,57.9,0.8317,65.6,82.13,92.75,3.05,31286,67705.48,19612.71
2022-09-11,Midwest,Energy,Convenience,17295.63,9.74,84.55,0.8317,46.84,70.98,91.26,-4.14,39078,78669.74,27736.31
2022-09-11,West,Energy,Grocery,13945.66,21.83,67.45,0.8317,53.76,73.95,88.12,6.19,33959,75732.5,22205.12
2022-09-11,Northeast,Juice,Grocery,31113.77,13.01,54.66,0.8317,79.05,76.41,88.11,-1.34,21563,44676.5,13756.07
2022-09-11,Southwest,Tea,Dollar,31129.59,18.63,53.87,0.8317,45.67,92.2,89.83,2.91,23728,51278.82,17281.51
2022-09-11,West,Energy,Grocery,21379.43,2.31,56.05,0.8317,31.88,90.81,93.31,6.14,55063,122736.72,52162.21
2022-09-11,Midwest,Tea,Grocery,13453.81,18.75,69.53,0.8317,43.47,86.64,90.32,0.66,28248,59709.65,19868.13
2022-09-11,West,Sparkling,Foodservice,30985.16,18.62,44.87,0.8317,80.13,91.26,96.22,-5.97,41729,82395.72,24530.58
2022-09-11,Southwest,Energy,Convenience,46059.66,9.9,72.78,0.8317,42.15,84.44,88.81,5.19,55743,123136.35,45804.68
2022-09-11,Northeast,Sparkling,Grocery,45028.39,7.84,78.76,0.8317,47.87,84.36,96.8,3.99,28955,63229.86,23706.41
2022-09-11,Southwest,Tea,Convenience,33691.59,21.27,85.73,0.8317,59.67,96.51,92.68,4.42,25999,57008.41,17913.58
2022-09-11,Southeast,Energy,Grocery,35496.05,22.77,77.03,0.8317,40.91,93.73,87.41,3.45,50810,110388.17,35897.01
2022-09-11,West,Tea,Club,69813.44,12.86,62.14,0.8317,37.42,93.67,85.81,3.53,35380,76917.35,28770.85
2022-09-11,Midwest,Tea,Foodservice,53073.13,11.28,90.53,0.8317,61.01,85.25,98.29,3.82,41017,89424.3,30912.55
2022-09-11,West,Energy,Foodservice,51472.69,9.26,54.8,0.8317,76.8,73.94,85.64,-4.44,62881,126187.75,40976.2
2022-09-11,Midwest,Tea,Club,39587.01,11.22,62.72,0.8317,70.72,88.62,86.07,-4.97,32053,63968.32,21678.21
2022-09-11,West,Juice,Grocery,24303.11,6.89,51.01,0.8317,47.42,68.91,87.16,-1.06,33609,69827.97,25318.15
2022-09-11,Southwest,Energy,Convenience,11978.77,22.05,65.95,0.8317,48.55,100.0,89.51,-4.26,51728,104004.64,34000.9
2022-09-11,Southeast,Tea,Grocery,55940.11,19.29,86.64,0.8317,87.08,84.32,89.6,-0.36,40469,84676.76,23644.37
2022-09-11,Southwest,Juice,Grocery,19599.44,15.18,52.85,0.8317,40.9,79.28,91.41,6.58,43509,97384.75,33466.27
2022-09-11,Midwest,Juice,Grocery,18450.71,27.31,85.55,0.8317,52.14,100.0,89.96,1.59,30074,64159.55,19186.63
2022-09-11,West,Tea,Club,26324.15,26.93,60.3,0.8317,29.14,74.48,88.02,-3.26,31655,64306.16,19160.3
2022-09-11,West,Sparkling,Foodservice,51964.46,15.92,66.89,0.8317,64.21,96.05,84.22,0.6,44549,94111.64,31339.6
2022-09-11,Northeast,Energy,Foodservice,24236.35,10.99,68.37,0.8317,89.66,80.8,94.04,-3.6,57163,115714.22,35893.02
2022-09-11,Southwest,Tea,Club,31617.66,27.83,71.61,0.8317,67.0,82.07,91.31,5.76,23437,52051.16,13546.84
2022-09-11,West,Still,Grocery,109988.62,5.66,73.64,0.8317,44.32,82.02,100.0,2.7,38578,83202.63,32130.14
2022-09-11,Northeast,Energy,Foodservice,17420.44,17.28,85.15,0.8317,34.05,80.65,99.49,3.55,49863,108425.19,37216.36
2022-09-11,Southwest,Juice,Convenience,18826.08,28.06,81.59,0.8317,81.77,72.97,100.0,-7.99,37349,72166.28,16791.57
2022-09-11,Midwest,Still,Convenience,22862.91,14.22,80.31,0.8317,29.56,69.21,89.73,10.59,33038,76725.28,26811.01
2022-09-11,Midwest,Sparkling,Convenience,36047.9,23.33,82.35,0.8317,57.49,92.57,87.9,0.93,47764,101240.13,30669.11
2022-09-11,Midwest,Tea,Convenience,20817.63,23.42,50.64,0.8317,43.42,78.66,91.56,0.74,19823,41936.84,12694.86
2022-09-11,Northeast,Still,Dollar,15143.69,9.76,65.87,0.8317,46.56,90.54,94.2,1.92,44442,95118.28,35623.84
2022-09-11,Southwest,Energy,Convenience,13881.91,17.1,69.68,0.8317,22.13,94.92,95.22,3.62,51987,113121.77,42214.08
2022-09-11,Southwest,Energy,Club,29670.14,8.57,94.66,0.8317,55.15,75.79,86.55,0.52,40923,86388.71,30579.13
2022-09-11,Northeast,Tea,Convenience,14220.84,11.45,50.02,0.8317,58.88,85.54,92.06,-5.03,19942,39772.19,13823.57
2022-09-11,Southwest,Energy,Dollar,28033.82,17.19,67.99,0.8317,42.23,79.12,90.72,-3.27,41844,84998.29,28294.44
2022-09-11,Midwest,Energy,Dollar,41337.48,18.08,62.26,0.8317,28.89,70.74,84.86,2.33,32834,70558.78,23588.1
2022-09-11,Southeast,Juice,Dollar,32953.51,16.65,82.32,0.8317,37.02,86.27,93.23,6.64,37589,84179.02,29380.83
2022-09-11,Southwest,Energy,Club,23947.64,24.34,59.83,0.8317,48.68,72.87,90.07,-5.94,50042,98847.86,28293.49
2022-09-11,Midwest,Tea,Grocery,10400.62,17.25,95.91,0.8317,51.55,100.0,97.2,-1.74,35024,72267.53,24963.74
2022-09-11,West,Energy,Foodservice,65195.72,18.29,58.09,0.8317,62.07,79.96,91.37,8.01,51776,117442.39,36022.2
2022-09-11,Southeast,Juice,Foodservice,28184.1,24.61,55.74,0.8317,54.96,78.06,97.42,0.78,52948,112060.08,31803.99
2022-09-11,Southwest,Juice,Dollar,26784.85,23.46,46.37,0.8317,42.55,81.74,97.06,1.68,29524,63041.0,19347.64
2022-09-11,Midwest,Juice,Grocery,70405.59,25.9,68.86,0.8317,63.73,92.83,100.0,-1.29,34112,70708.49,20122.75
2022-09-11,Southeast,Sparkling,Dollar,31105.57,21.44,90.46,0.8317,63.07,75.38,89.67,-3.84,58322,117770.0,33708.96
2022-09-11,Southeast,Sparkling,Convenience,24256.55,16.51,66.93,0.8317,38.3,86.92,88.95,-3.88,51407,103766.7,36214.86
2022-09-11,Southeast,Still,Grocery,32878.49,7.75,80.15,0.8317,25.09,86.32,89.2,-1.72,26449,54590.16,21988.49
2022-09-11,Southeast,Tea,Club,40269.95,10.64,83.92,0.8317,61.61,72.0,94.94,2.26,47842,102739.73,34229.03
2022-09-11,Northeast,Tea,Convenience,56949.16,21.67,56.35,0.8317,65.98,63.55,86.31,2.93,36377,78627.0,21133.32
2022-09-11,Midwest,Sparkling,Club,25554.06,39.82,65.82,0.8317,45.79,96.96,96.2,2.47,49793,107143.46,26341.56
2022-09-11,Southwest,Still,Dollar,43176.18,27.16,79.88,0.8317,40.81,86.68,86.99,3.97,37621,82142.26,24439.89
2022-09-11,Midwest,Sparkling,Convenience,26956.39,8.02,62.53,0.8317,14.12,73.7,95.06,-4.57,50562,101325.46,40503.26
2022-09-11,Midwest,Sparkling,Dollar,38168.45,13.11,104.24,0.8317,60.63,100.0,87.5,1.34,26426,56240.97,19918.62
2022-09-11,West,Tea,Club,43672.26,7.01,67.77,0.8317,80.83,95.61,89.51,1.19,26196,55667.89,19736.71
2022-09-11,Southwest,Juice,Foodservice,46824.89,20.26,55.85,0.8317,82.66,86.16,96.46,-0.29,26085,54617.06,15389.85
2022-09-11,West,Energy,Grocery,36754.33,13.73,73.76,0.8317,38.85,78.3,100.0,-2.66,33433,68340.38,24015.67
2022-09-11,West,Energy,Foodservice,47477.42,20.02,64.65,0.8317,39.06,82.72,87.72,5.66,51837,115023.54,37669.31
2022-09-11,Northeast,Juice,Dollar,18026.16,5.01,74.67,0.8317,31.2,92.37,99.11,-4.97,26499,52880.56,21955.35
2022-09-11,Midwest,Tea,Club,63870.49,14.93,82.56,0.8317,48.44,75.55,89.19,-2.99,34777,70848.12,23540.67
2022-09-11,Southwest,Energy,Foodservice,24507.96,21.64,75.38,0.8317,37.85,94.63,99.33,-1.16,44674,92731.44,31040.66
2022-09-11,Southwest,Still,Convenience,36365.33,16.41,62.02,0.8317,72.78,75.18,87.02,6.2,37694,84068.91,25057.69
2022-09-11,Northeast,Juice,Convenience,55414.65,31.62,61.39,0.8317,100.0,89.22,94.29,-0.11,26621,55842.15,11968.04
2022-09-11,Northeast,Sparkling,Foodservice,40104.98,30.07,66.07,0.8317,49.85,87.12,92.7,-6.5,62649,123011.19,33791.33
2022-09-11,Southwest,Juice,Dollar,21723.89,1.15,58.4,0.8317,86.73,85.08,87.75,2.48,27482,59141.87,21464.92
2022-09-11,West,Energy,Grocery,30619.44,19.12,48.82,0.8317,56.31,97.22,97.51,0.76,44709,94605.79,31081.11
2022-09-11,West,Energy,Grocery,32521.51,37.77,65.58,0.8317,71.21,83.53,90.26,1.52,51569,109936.92,23305.47
2022-09-11,Southwest,Still,Dollar,27560.98,24.14,65.94,0.8317,67.87,96.84,90.12,-3.06,46474,94606.68,27671.11
2022-09-11,West,Still,Convenience,36520.63,21.06,65.69,0.8317,20.9,80.43,100.0,2.34,44281,95166.32,32398.05
2022-09-18,Midwest,Tea,Grocery,30729.79,11.18,64.65,0.8252,28.31,76.8,96.03,3.44,35798,77763.42,29009.04
2022-09-18,Midwest,Still,Convenience,21621.05,1.93,59.25,0.8252,9.83,73.44,86.85,1.64,18300,39060.75,16869.9
2022-09-18,Southeast,Juice,Club,25510.58,11.2,61.57,0.8252,48.08,59.87,85.64,-2.52,40616,83143.54,27620.4
2022-09-18,Southeast,Tea,Convenience,28022.3,12.5,53.13,0.8252,67.8,79.02,96.24,0.47,28463,60056.33,19557.31
2022-09-18,West,Tea,Convenience,29189.69,17.98,73.33,0.8252,94.03,70.63,87.72,1.07,36099,76622.01,20094.95
2022-09-18,Northeast,Juice,Dollar,17875.8,21.11,95.69,0.8252,41.38,96.68,89.58,4.9,25513,56204.01,18855.92
2022-09-18,West,Tea,Grocery,35114.18,12.74,61.54,0.8252,95.6,84.38,96.23,2.85,41281,89161.02,26712.68
2022-09-18,Midwest,Juice,Grocery,14406.86,23.85,63.31,0.8252,50.42,80.52,97.12,-6.98,35330,69016.62,20362.8
2022-09-18,Midwest,Energy,Club,20999.09,31.05,68.95,0.8252,61.52,70.18,99.07,3.02,47032,101746.85,24263.5
2022-09-18,West,Still,Convenience,39165.29,22.27,55.76,0.8252,41.75,75.82,100.0,-2.47,37926,77674.28,23816.29
2022-09-18,Southeast,Tea,Dollar,30867.77,13.04,72.13,0.8252,76.43,72.98,91.35,4.59,43260,95013.46,29161.12
2022-09-18,Southeast,Still,Foodservice,31332.49,10.53,71.4,0.8252,23.08,78.02,98.27,3.39,41789,90729.76,34764.13
2022-09-18,Midwest,Juice,Dollar,19576.71,16.74,76.72,0.8252,75.02,100.0,100.0,-3.61,28835,58368.5,18775.09
2022-09-18,Midwest,Still,Dollar,30644.59,23.74,71.78,0.8252,46.6,89.48,79.97,6.26,34244,76413.33,23669.27
2022-09-18,Southeast,Tea,Dollar,25821.39,8.39,88.57,0.8252,16.75,97.4,93.47,-1.57,35731,73855.66,31128.82
2022-09-18,Southeast,Juice,Convenience,13336.72,8.79,70.46,0.8252,52.33,83.42,94.44,1.3,33058,70321.77,25636.79
2022-09-18,Southwest,Juice,Foodservice,7883.48,15.35,78.05,0.8252,39.15,82.35,92.28,0.78,25631,54245.59,18888.78
2022-09-18,Southwest,Sparkling,Foodservice,41935.96,21.63,78.19,0.8252,29.13,87.88,91.26,3.26,46316,100432.91,33840.77
2022-09-18,West,Still,Grocery,24646.15,27.08,78.56,0.8252,33.68,100.0,93.97,-10.0,40510,76564.65,24545.49
2022-09-18,Northeast,Still,Grocery,22895.65,15.6,61.97,0.8252,46.49,68.69,100.0,0.5,31134,65706.03,21272.26
2022-09-18,West,Tea,Club,20828.74,14.31,87.24,0.8252,29.56,100.0,95.05,4.28,38431,84158.65,32251.06
2022-09-18,Southwest,Juice,Dollar,30574.59,36.03,79.3,0.8252,41.55,93.75,82.04,-0.16,24805,52006.76,13741.7
2022-09-18,Midwest,Still,Club,56468.19,16.33,97.24,0.8252,60.09,85.11,99.31,5.12,36221,79958.97,25872.34
2022-09-18,Southeast,Sparkling,Club,34140.68,12.67,82.21,0.8252,52.1,83.33,81.12,4.71,61717,135713.09,47107.1
2022-09-18,Southwest,Tea,Grocery,88361.07,21.48,28.5,0.8252,40.22,76.96,94.79,-4.74,28745,57500.05,18008.88
2022-09-18,Northeast,Sparkling,Convenience,40012.87,32.22,46.34,0.8252,60.21,85.88,87.06,1.92,43178,92415.42,23295.06
2022-09-18,Midwest,Energy,Foodservice,27696.27,11.35,72.32,0.8252,71.35,91.78,90.13,-1.66,50310,103902.05,35442.46
2022-09-18,Midwest,Sparkling,Grocery,33525.07,20.01,82.95,0.8252,26.3,78.91,89.91,5.85,56374,125310.51,42290.35
2022-09-18,West,Juice,Dollar,31147.68,24.09,77.76,0.8252,59.61,86.16,80.54,8.96,43071,98554.27,28578.74
2022-09-18,Midwest,Juice,Convenience,29847.97,11.13,78.74,0.8252,59.47,82.17,100.0,-2.2,16451,33787.83,11644.34
2022-09-18,West,Still,Dollar,26069.54,17.17,73.69,0.8252,50.94,79.73,92.92,7.39,17890,40344.11,13068.73
2022-09-18,Midwest,Still,Foodservice,22113.55,15.42,60.73,0.8252,60.82,77.67,90.99,2.04,30369,65077.01,20737.0
2022-09-18,Midwest,Sparkling,Club,35168.69,16.09,91.0,0.8252,73.0,79.02,87.62,0.98,49171,104265.45,31650.28
2022-09-18,Midwest,Energy,Convenience,21565.04,13.26,73.22,0.8252,48.98,71.48,93.6,-2.71,42440,86704.4,29022.06
2022-09-18,Southeast,Sparkling,Grocery,25519.6,25.33,71.81,0.8252,55.32,87.85,95.1,-4.56,45488,91171.86,26533.42
2022-09-18,West,Tea,Convenience,33785.95,12.82,83.96,0.8252,61.81,90.9,86.2,7.42,27640,62351.88,21453.17
2022-09-18,Southwest,Energy,Foodservice,15241.31,23.26,82.44,0.8252,59.0,74.3,92.95,5.26,45108,99711.21,28048.36
2022-09-18,Northeast,Energy,Foodservice,38802.67,30.89,85.85,0.8252,35.98,94.85,88.82,2.68,54085,116622.33,34403.05
2022-09-18,Southwest,Juice,Dollar,31587.57,18.14,82.86,0.8252,63.13,83.74,91.98,-3.64,26405,53430.28,16586.91
2022-09-18,Southeast,Energy,Foodservice,36743.63,31.8,73.84,0.8252,57.89,85.75,89.85,3.21,48218,104510.44,26795.72
2022-09-18,West,Tea,Grocery,37633.9,25.63,68.82,0.8252,41.44,79.08,89.62,4.53,27957,61370.33,18123.98
2022-09-18,West,Juice,Dollar,59373.99,22.99,60.29,0.8252,34.58,78.57,89.18,0.23,28046,59030.07,18556.61
2022-09-18,Southeast,Sparkling,Grocery,17853.1,4.67,49.12,0.8252,56.97,100.0,95.03,-0.2,37212,77986.81,30927.15
2022-09-18,Northeast,Juice,Club,26421.62,16.97,69.73,0.8252,45.45,84.1,90.79,-6.46,31328,61541.01,20665.7
2022-09-18,West,Sparkling,Grocery,25277.19,29.41,46.58,0.8252,86.03,74.71,79.39,-2.7,63882,130526.19,29203.77
2022-09-18,Midwest,Sparkling,Foodservice,13805.93,27.87,86.65,0.8252,44.05,82.85,97.81,0.45,35981,75902.37,21739.02
2022-09-18,Southwest,Juice,Grocery,21083.37,9.08,75.49,0.8252,36.99,89.7,94.15,4.68,25341,55707.81,21574.21
2022-09-18,Midwest,Sparkling,Foodservice,23719.8,24.29,61.63,0.8252,51.69,76.29,87.68,-2.63,33634,68774.15,19734.09
2022-09-18,West,Sparkling,Club,30397.46,18.4,46.29,0.8252,32.41,90.17,100.0,4.24,44596,97624.96,34223.75
2022-09-18,Northeast,Energy,Convenience,35641.01,27.89,80.51,0.8252,54.27,75.6,96.65,2.13,56572,121329.12,32388.77
2022-09-18,Southwest,Sparkling,Convenience,25352.53,15.27,96.56,0.8252,57.2,85.9,92.54,3.24,44823,97179.27,32309.22
2022-09-18,Southwest,Sparkling,Club,20662.09,39.49,67.55,0.8252,41.91,83.16,98.69,4.29,57634,126219.97,29830.49
2022-09-18,West,Tea,Grocery,42118.87,5.15,60.62,0.8252,70.43,79.18,92.99,4.62,38720,85065.82,30309.77
2022-09-18,Midwest,Juice,Club,28160.28,12.67,57.44,0.8252,55.56,94.09,89.31,-2.31,32411,66488.92,23617.83
2022-09-18,Southeast,Still,Dollar,42234.0,4.13,58.77,0.8252,46.94,85.35,87.21,1.52,37686,80339.57,31645.96
2022-09-18,West,Sparkling,Foodservice,44712.47,10.37,50.43,0.8252,57.54,84.92,93.5,-2.68,42183,86210.13,30457.67
